Sr No.,"Date of
Encashment",Name of the Political Party,"Account no. of
Political Party",Prefix,"Bond
Number",Denominations,"Pay Branch
Code",Pay Teller
744,15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9435,"10,00,000",00691,3627829
745,15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16627,"1,00,000",00691,3627829
746,15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16623,"1,00,000",00691,3627829
747,15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16629,"1,00,000",00691,3627829
748,15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16625,"1,00,000",00691,3627829
749,15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16631,"1,00,000",00691,3627829
750,15/Apr/2019,SHIVSENA,*******4444,OC,6666,"1,00,00,000",00300,6283527
751,15/Apr/2019,SHIVSENA,*******4444,TL,12957,"10,00,000",00300,6283527
752,15/Apr/2019,SHIVSENA,*******4444,TL,12965,"10,00,000",00300,6283527
753,15/Apr/2019,SHIVSENA,*******4444,TL,12848,"10,00,000",00300,6283527
754,15/Apr/2019,SHIVSENA,*******4444,TL,12967,"10,00,000",00300,6283527
755,15/Apr/2019,SHIVSENA,*******4444,TL,12955,"10,00,000",00300,6283527
756,15/Apr/2019,SHIVSENA,*******4444,TL,12850,"10,00,000",00300,6283527
757,15/Apr/2019,SHIVSENA,*******4444,TL,12959,"10,00,000",00300,6283527
758,15/Apr/2019,SHIVSENA,*******4444,TL,12963,"10,00,000",00300,6283527
759,15/Apr/2019,SHIVSENA,*******4444,TL,12961,"10,00,000",00300,6283527
760,15/Apr/2019,SHIVSENA,*******4444,TL,12969,"10,00,000",00300,6283527
761,15/Apr/2019,TELUGU DESAM PARTY,*******3067,OC,5750,"1,00,00,000",00847,5867215
762,15/Apr/2019,TELUGU DESAM PARTY,*******3067,OC,5728,"1,00,00,000",00847,5867215
763,15/Apr/2019,TELUGU DESAM PARTY,*******3067,OC,5731,"1,00,00,000",00847,5867215
764,15/Apr/2019,TELUGU DESAM PARTY,*******3067,OC,5724,"1,00,00,000",00847,5867215
765,15/Apr/2019,TELUGU DESAM PARTY,*******3067,OC,5723,"1,00,00,000",00847,5867215
766,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,1015,"1,00,00,000",00001,3476510
767,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,1017,"1,00,00,000",00001,3476510
768,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,1016,"1,00,00,000",00001,3476510
769,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,1088,"1,00,00,000",00001,3476510
770,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,1089,"1,00,00,000",00001,3476510
771,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4545,"1,00,00,000",00001,3476510
772,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4601,"1,00,00,000",00001,3476510
773,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4544,"1,00,00,000",00001,3476510
774,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4546,"1,00,00,000",00001,3476510
775,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4540,"1,00,00,000",00001,3476510
776,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4549,"1,00,00,000",00001,3476510
777,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4541,"1,00,00,000",00001,3476510
778,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4543,"1,00,00,000",00001,3476510
779,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4548,"1,00,00,000",00001,3476510
780,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4542,"1,00,00,000",00001,3476510
781,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11295,"10,00,000",00001,3476510
782,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11296,"10,00,000",00001,3476510
783,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11298,"10,00,000",00001,3476510
784,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11300,"10,00,000",00001,3476510
785,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11299,"10,00,000",00001,3476510
786,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11350,"10,00,000",00001,3476510
787,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11404,"10,00,000",00001,3476510
788,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11402,"10,00,000",00001,3476510
789,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11405,"10,00,000",00001,3476510
790,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11403,"10,00,000",00001,3476510
791,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11348,"10,00,000",00001,3476510
792,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11406,"10,00,000",00001,3476510
793,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11337,"10,00,000",00001,3476510
794,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11401,"10,00,000",00001,3476510
795,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11349,"10,00,000",00001,3476510
796,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11414,"10,00,000",00001,3476510
797,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11415,"10,00,000",00001,3476510
798,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11413,"10,00,000",00001,3476510
799,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11412,"10,00,000",00001,3476510
800,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11409,"10,00,000",00001,3476510
801,16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,1076,"1,00,000",00001,3476510
802,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4191,"1,00,00,000",00691,4567455
803,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4277,"1,00,00,000",00691,4567455
804,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4291,"1,00,00,000",00691,4567455
805,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4287,"1,00,00,000",00691,4567455
806,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4289,"1,00,00,000",00691,4567455
807,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6615,"1,00,00,000",00691,4567455
808,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6613,"1,00,00,000",00691,4567455
809,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6623,"1,00,00,000",00691,4567455
810,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6621,"1,00,00,000",00691,4567455
811,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6627,"1,00,00,000",00691,4567455
812,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6625,"1,00,00,000",00691,4567455
813,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6631,"1,00,00,000",00691,4567455
814,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6629,"1,00,00,000",00691,4567455
815,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6617,"1,00,00,000",00691,4567455
816,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6619,"1,00,00,000",00691,4567455
817,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6640,"1,00,00,000",00691,4567455
818,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6642,"1,00,00,000",00691,4567455
819,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6638,"1,00,00,000",00691,4567455
820,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6641,"1,00,00,000",00691,4567455
821,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,734,"1,00,00,000",00691,4567455
822,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,727,"1,00,00,000",00691,4567455
823,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2805,"1,00,00,000",00691,3627829
824,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2803,"1,00,00,000",00691,3627829
825,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2807,"1,00,00,000",00691,3627829
826,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2801,"1,00,00,000",00691,3627829
827,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2809,"1,00,00,000",00691,3627829
828,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2798,"1,00,00,000",00691,3627829
829,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2800,"1,00,00,000",00691,3627829
830,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4452,"1,00,00,000",00691,4567455
831,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2825,"1,00,00,000",00691,3627829
832,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2829,"1,00,00,000",00691,3627829
833,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2831,"1,00,00,000",00691,3627829
834,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2833,"1,00,00,000",00691,3627829
835,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2827,"1,00,00,000",00691,3627829
836,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5711,"1,00,00,000",00691,4567455
837,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5714,"1,00,00,000",00691,4567455
838,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5709,"1,00,00,000",00691,4567455
839,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5707,"1,00,00,000",00691,4567455
840,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,1014,"1,00,00,000",00691,4567455
841,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4603,"1,00,00,000",00691,3627829
842,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4550,"1,00,00,000",00691,3627829
843,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,4602,"1,00,00,000",00691,3627829
844,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5181,"1,00,00,000",00691,4567455
845,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5168,"1,00,00,000",00691,4567455
846,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5170,"1,00,00,000",00691,4567455
847,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5169,"1,00,00,000",00691,4567455
848,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,1019,"1,00,00,000",00691,4567455
849,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,1018,"1,00,00,000",00691,4567455
850,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5412,"1,00,00,000",00691,4567455
851,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2850,"1,00,00,000",00691,3627829
852,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,2848,"1,00,00,000",00691,3627829
853,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,6213,"1,00,00,000",00691,3627829
854,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,1356,"1,00,00,000",00691,4567455
855,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,1352,"1,00,00,000",00691,4567455
856,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,1353,"1,00,00,000",00691,4567455
857,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,1355,"1,00,00,000",00691,4567455
858,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,1354,"1,00,00,000",00691,4567455
859,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,585,"1,00,00,000",00691,4567455
860,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,586,"1,00,00,000",00691,4567455
861,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,587,"1,00,00,000",00691,4567455
862,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5485,"1,00,00,000",00691,4567455
863,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5465,"1,00,00,000",00691,4567455
864,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5497,"1,00,00,000",00691,4567455
865,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5510,"1,00,00,000",00691,4567455
866,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5484,"1,00,00,000",00691,4567455
867,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5490,"1,00,00,000",00691,4567455
868,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5496,"1,00,00,000",00691,4567455
869,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5456,"1,00,00,000",00691,4567455
870,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5469,"1,00,00,000",00691,4567455
871,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5495,"1,00,00,000",00691,4567455
872,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5503,"1,00,00,000",00691,4567455
873,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5486,"1,00,00,000",00691,4567455
874,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5482,"1,00,00,000",00691,4567455
875,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5502,"1,00,00,000",00691,4567455
876,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5500,"1,00,00,000",00691,4567455
877,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5483,"1,00,00,000",00691,4567455
878,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5479,"1,00,00,000",00691,4567455
879,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5473,"1,00,00,000",00691,4567455
880,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5518,"1,00,00,000",00691,4567455
881,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5476,"1,00,00,000",00691,4567455
882,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5501,"1,00,00,000",00691,4567455
883,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5489,"1,00,00,000",00691,4567455
884,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5487,"1,00,00,000",00691,4567455
885,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5499,"1,00,00,000",00691,4567455
886,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5452,"1,00,00,000",00691,4567455
887,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5480,"1,00,00,000",00691,4567455
888,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5494,"1,00,00,000",00691,4567455
889,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5516,"1,00,00,000",00691,4567455
890,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5506,"1,00,00,000",00691,4567455
891,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5511,"1,00,00,000",00691,4567455
892,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5507,"1,00,00,000",00691,4567455
893,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5505,"1,00,00,000",00691,4567455
894,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5504,"1,00,00,000",00691,4567455
895,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5508,"1,00,00,000",00691,4567455
896,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5493,"1,00,00,000",00691,4567455
897,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5514,"1,00,00,000",00691,4567455
898,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5478,"1,00,00,000",00691,4567455
899,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5498,"1,00,00,000",00691,4567455
900,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5488,"1,00,00,000",00691,4567455
901,16/Apr/2019,BHARATIYA JANATA PARTY,*******8244,OC,5477,"1,00,00,000",00691,4567455
